"City","geom","Incoming","Outgoing","Risk"
"Watertown","0101000020E6100000337AA3F5F27557C07EB7C00AEE7A4640",5,5,0.0011339077936842988
"Arlington","0101000020E6100000B0ACF24AE48457C0FAC738D0DE4D4640",4,7,0.00031399649657851565
"Barnesville","0101000020E61000006588BA88951A58C0CF7D6C3544534740",0,0,0.00015667820861733062
"Grand Meadow","0101000020E6100000240E77C87D2457C0C1CEA35465DA4540",0,0,0.00039420844011025266
"Lino Lakes","0101000020E610000025F0875D4F4557C0CE50ACF07A954640",28,37,0.003538683508744698
"Henning","0101000020E61000007CEE37D552DC57C0E607DBDA74294740",0,0,0.0002547061465285754
"Lismore","0101000020E6100000D9218468ADFC57C06088408FD7DF4540",0,0,0.00031778485850169046
"Champlin","0101000020E610000088BE8FDDFA5857C094BE169BCD954640",28,21,0.0032712801258920113
"Halstad","0101000020E61000007358C359DA3458C038DEF8C4F0AC4740",0,0,0.0002221969985140829
"Walnut Grove","0101000020E6100000B3EF620D0ADE57C05DDD28A2CD1C4640",0,0,0.00045859765905576324
"Frost","0101000020E610000096C5A602307B57C0045EF16DD3CA4540",0,0,0.00031667873264046954
"Chickamaw Beach","0101000020E6100000EBC8E9758C9857C0A9CB66A4595F4740",0,0,0.0007285718313971727
"Beaver Bay","0101000020E61000009A63A62A99D356C03AE88A9DCAA04740",0,0,0.0002676342215310776
"Hadley","0101000020E61000002FCFC701E0F657C098E32AB6D7FF4540",0,0,0.0003581213020804973
"Woodbury","0101000020E61000009B2CC934123B57C0F781489DE8734640",22,15,0.002507077096172519
"Taopi","0101000020E6100000F7AE186CFB2857C0CAF686935BC74540",0,0,0.00032715909417732906
"Cosmos","0101000020E610000052A0DBC87EAC57C02778D811BC774640",0,0,0.00031391904585874395
"Manchester","0101000020E61000007D85D712D95C57C04B1E12DEDCDC4540",0,0,0.0005720807046836877
"Chandler","0101000020E6100000927E10FBF7FC57C0C446CA09E6F64540",0,0,0.00031643099401691764
"Karlstad","0101000020E6100000E74E2BE20B2158C0F349A6EE054A4840",0,0,0.00016754964757378034
"Ivanhoe","0101000020E610000094112861101058C047408481973B4640",0,0,0.00016836422342411648
"Kingston","0101000020E61000005029C91AE79357C0A84D441F15994640",1,6,0.0003398477215714929
"Darfur","0101000020E610000096428EC99DB557C03D30E9FBD8064640",0,0,0.0005328751500706981
"Rushford Village","0101000020E6100000D63411B6A7F256C0F227D80AD4E64540",0,0,0.0010189226432633944
"Arden Hills","0101000020E610000061CD2BF5B04A57C03CA9AECF3D894640",58,48,0.0057569548328116425
"West Union","0101000020E6100000C953A313D9C557C0B1EA7E53E5E54640",0,0,0.000405607543793985
"Coleraine","0101000020E610000005493708F55C57C0DEC7B407C6A14740",0,0,0.0005635471128839727
"Gem Lake","0101000020E6100000D1B83553964257C057E33F666B874640",63,46,0.005891309252410543
"Nerstrand","0101000020E610000054859A93184457C0D37B333AE52B4640",2,7,0.0004368059636926786
"Greenbush","0101000020E6100000F8417288BF0B58C06D68AD93BD594840",0,0,0.00008998801669973722
"Kelliher","0101000020E6100000F88F6F3F759C57C07D18625AD0F84740",0,0,0.00006234883587589992
"Browerville","0101000020E610000084DAB2BA55B757C0C0D15DB3550A4740",3,3,0.00033225580894977684
"Mahnomen","0101000020E6100000C167482DEAFD57C0F3852C374AA84740",0,0,0.00015764243770897222
"Ironton","0101000020E610000050BD7A14DD7F57C02762FA22A83D4740",0,0,0.001505549479956538
"Eitzen","0101000020E61000003698BC2DACDD56C0227E3CBE09C14540",0,0,0.00012606277824650435
"Rushmore","0101000020E610000002661A9023F357C0D0DFDD2453CF4540",0,0,0.00023178479227249662
"Long Lake","0101000020E610000025BAD3DB6B6457C065D2A0AFF47D4640",29,44,0.0041309236871546005
"Henderson","0101000020E61000006893D3322E7A57C084CA1CE793434640",9,4,0.0005317206821658003
"Nimrod","0101000020E61000002A5E587F59B857C02775346997514740",0,0,0.00015018304675400385
"Gilbert","0101000020E610000093A55A14861D57C0459A92B3E1BE4740",0,0,0.0005151165721524064
"Granada","0101000020E61000006908669A5E9657C0CB1A1308B6D84540",0,0,0.00036734073285110827
"Hackensack","0101000020E610000042FD51EF02A157C0F29FFD63A7764740",0,0,0.00014231953668194668
"Columbia Heights","0101000020E6100000037997D0CF4F57C04CFBC01930864640",161,158,0.025571657882091838
"Onamia","0101000020E610000089F82923B36A57C0A34DC14EFD084740",0,0,0.00019845800426050313
"Waltham","0101000020E6100000881510F4FA3757C0E21C0BDBDEE84540",0,0,0.0004906776653779456
"Graceville","0101000020E6100000FA052330FC1B58C0ECAE7A86CBC84640",0,0,0.00030228200163733005
"Askov","0101000020E610000043FD6ABB123257C01070792E25184740",0,0,0.00031781127698978835
"Myrtle","0101000020E61000009D13C3EC6E4A57C0A5633AC618C84540",0,0,0.0003246170058217
"Magnolia","0101000020E6100000983ABEBBD10458C0D5C98BCC74D24540",0,0,0.00028308554582389013
"Kensington","0101000020E610000068B8897298EC57C0FB37BCA89CE34640",0,0,0.0004137689479817168
"Rice","0101000020E61000006A2617BEF48E57C050CB9D4E56E04640",2,0,0.000603027902376448
"Gibbon","0101000020E610000017D5BA3F8CA157C0F8F6D12641444640",0,0,0.00032276138543093063
"Turtle River","0101000020E6100000F1E2388E87B057C06A9FEEAB4ECB4740",0,0,0.00012426250840727565
"Richville","0101000020E61000001870C05614E857C06039DE5AC5404740",0,0,0.0002580840581081282
"Wheaton","0101000020E6100000851386CFE11F58C06EB5A59526E74640",0,0,0.00020027911362833513
"Plainview","0101000020E6100000929218D5DD0A57C0C6857EC419154640",0,0,0.00043350712839602306
"Albertville","0101000020E6100000B5F7C1B95B6A57C01BCAC91B429E4640",12,10,0.002023711769049949
"Storden","0101000020E610000010969D1C4BD457C0B5AD556C11054640",0,0,0.00032894854655330464
"Rosemount","0101000020E6100000C421B2BC3B4457C0FE490F1A905F4640",18,14,0.0016992857187855474
"Circle Pines","0101000020E6100000A4CB3C00A24957C0C27AF15A08924640",62,55,0.0060201930744537115
